job_title,company,location,country,job_category,avg_salary_lpa,min_salary_lpa,max_salary_lpa,avg_experience,min_experience,max_experience,seniority,skill_python,skill_java,skill_javascript,skill_sql,skill_excel,skill_tableau,skill_power_bi,skill_react,skill_angular,skill_aws,skill_azure
Associate - Oracle,DBOI Global Services Pvt. Ltd.,Mumbai,India,Other IT Role,,,,6.0,5.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Accountant,Bee Fintech Private Limited,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sales Director,Oracle India Pvt. Ltd.,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Training Manager,Abbott Healthcare Pvt. Ltd,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager â??procurement HCD,BIO JOBZ( Medulla Recruitment Services Pvt Ltd),Mumbai,India,Other IT Role,,,,6.0,5.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Hiring MBA / PGDM HR Fresher for Recruiter Role,Career Catalysts HRC Pvt. Ltd.,Mumbai,India,Business Analyst,,,,1.0,0.0,2.0,Junior,0,0,0,0,0,0,0,0,0,0,0
Service Engineer,Portescap (Danaher),Mumbai,India,Other IT Role,,,,2.5,1.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
liferay portal developer,Smart4talent,Mumbai,India,Other IT Role,,,,5.5,5.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SharePoint Designer_Subcon,Arminus Software Pvt. Ltd,Mumbai,India,UI/UX Designer,,,,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Analyst - Social Listening & Digital Insights,GroupM Media India Private Ltd.,Mumbai,India,Other IT Role,,,,2.5,1.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Software Engineer - TSQL Database Developer (RiSK),Bnp Paribas,Mumbai,India,Software Engineer,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Oracle SCM Functional,Capgemini,Mumbai,India,Other IT Role,,,,7.0,7.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Yes Bank - RM - Business Banking (asst/ Mgr/ Sr Mgr) - 0-200 Cr,Jobs Navigator,Mumbai,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Channel Sales Manager,Adecco India Private Limited,Mumbai,India,Other IT Role,,,,9.5,7.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Oracle Apps Technical / TechnoFunctional- Finance,Capgemini,Mumbai,India,Other IT Role,,,,8.5,7.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Ecommerce Manager,Alpine Management,Mumbai,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Manager - Human Resources,Talent Leads Hr Solutions Pvt Ltd,Mumbai,India,Other IT Role,,,,5.5,5.0,6.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Lead SPM,Abbott Healthcare Pvt. Ltd,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Sr. Research Analyst,Recruit World,Mumbai,India,Other IT Role,,,,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Business Analyst - IT,HR INC CONSULTANTS,Mumbai,India,Business Analyst,,,,7.5,7.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Urgent Job Opening for Relationship Manager In Angel Broking,Angel Broking Private Limited,Mumbai,India,Other IT Role,,,,3.0,1.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Project Manager / Engineer / Supervisor,COASTAL MARINE CONSTRUCTION & ENGINEERING LIMITED,Thane,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Visual Merchandiser Marks & Spencer Mumbai,Marks and Spencer Reliance India Pvt. Ltd.,Mumbai,India,Other IT Role,,,,3.0,1.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Urgent Opening for Customer Service for Mumbai- Logistics Company,Ecom Express Private Limited,Mumbai,India,Other IT Role,25.5,1.0,50.0,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Accounts Controller (CA),staffio HR,Mumbai,India,Other IT Role,,,,8.0,7.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
IBM Tivoli Netcool Omnibus,Capgemini,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant Manager/Deputy Manager- Sales,CONTACTX RESOURCE MANAGEMENT PVT. LTD,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
senior ror developer,Smart4talent,Mumbai,India,Other IT Role,,,,6.5,4.0,9.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Executive Assistant,Stock Holding Corporation of India Ltd,Mumbai,India,Other IT Role,,,,5.5,5.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Receptionist,Seven Consultancy,Mumbai,India,Other IT Role,,,,0.5,0.0,1.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Very Urgently Looking for Customer Service Executive for a Branded Ban,PIONEER CALLNET TRAINING and PLACEMENT,Mumbai,India,Other IT Role,0.5,1.0,0.0,3.5,1.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Urgent Opening for B.E Graduate for the post of C#.net Developer-,Spider S/W,Mumbai,India,Other IT Role,,,,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
WMB Developer with MQ Experience,Enterprise IT Solutions,Mumbai,India,Other IT Role,,,,4.0,2.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Tandem / HP Nonstop / Scobol,SP Staffing Services Private Limited,Mumbai,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
MARKET RESEARCH ANALYST,LISTEN DATA,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Burgundy Relationship Manager,Waytogo Consultants Pvt Ltd,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Walkin @ HDFC Life for Senior Associate - Concurrent Audit,HDFC Std life,Mumbai,India,Other IT Role,,,,3.5,1.0,6.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Social Media Manager,Ushta te HR Consultancy Services LLP,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Commodity Dealer,GEPL CAPITAL PRIVATE LIMITED,Mumbai,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Vp-mobilisation,Placewell Consultants,Mumbai,India,Other IT Role,,,,20.0,15.0,25.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant Manager ADL,Recruit World,Mumbai,India,Other IT Role,,,,10.5,8.0,13.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Business Process Manager - Rural (manager/ Senior Manager),Fullerton India Credit Company Limited,Mumbai,India,Other IT Role,3.5,7.0,0.0,5.0,3.0,7.0,Senior,0,0,0,0,0,0,0,0,0,0,0
"FIT Oepration/arfica, Asia, Europe - Itinerary Designer",Quess Corp Ltd.,Mumbai,India,UI/UX Designer,,,,3.5,1.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
EXPORT OFFICER - PACKAGING,Decon Management Services Pvt. Ltd.,Mumbai,India,Other IT Role,,,,5.5,5.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Adobe Cq5/aem with CMM Leve5 @ Mumbai Location,Quess Corp Ltd.,Mumbai,India,Other IT Role,,,,8.5,6.0,11.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Lawyer / Sub TL ( M & A),Team Management Services,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
BRM Lead Consultant,Capgemini,Mumbai,India,Other IT Role,,,,6.5,5.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Recruiter,Black Veatch Consulting,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager,Capgemini,Mumbai,India,Other IT Role,,,,11.5,9.0,14.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Process Trainer Mumbai,Quess Corp Ltd.,Mumbai,India,Other IT Role,,,,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Statutory & Treasury Supervisor,Black Veatch Consulting,Mumbai,India,Other IT Role,,,,7.5,6.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager Group Sales in Leading Life Insurance Comany,Career Landmark Placement Services,Mumbai,India,Other IT Role,,,,5.5,3.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
"Urgent Opening for Relationship Manager- BBG, Mumbai...",Premier Consultants,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"SBI SG Securities - Business Development, Sales, Marketing -Sr Mgr/avp",Jobs Navigator,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Research Associate F&D - Pharmaceutical Semi Solid Dosage Forms,Team Player HR Solutions,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Service Engineer,Fluke Corporation,Mumbai,India,Other IT Role,,,,2.5,1.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Urgent Hiring for Team Leader & Quality Analyst/leader in Branded BPO,PIONEER CALLNET TRAINING and PLACEMENT,Mumbai,India,Other IT Role,,,,2.0,1.0,3.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Manager- Delivery Excellence (Quality),Capgemini,Mumbai,India,Other IT Role,,,,11.0,10.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Urgent Opening for Sales Accountant (agency Payroll),Quess Corp Ltd.,Mumbai,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
DotNet Developer,Morgan Stanley Advantage Services Pvt. Ltd.,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Mega Recruitment Drive @ Intelent Global Services Malad,Intelenet Global Services Private Limited,Mumbai,India,Other IT Role,,,,2.5,0.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Corporate Consolidation & Reporting,Capgemini,Mumbai,India,Other IT Role,,,,15.0,14.0,16.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior F&D Research Associate - Pharmaceutical Company,Team Player HR Solutions,Mumbai,India,Other IT Role,,,,5.0,4.0,6.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Server Engineer,SensiBol Audio Technologies Pvt. Ltd.,Mumbai,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Department Manager,H and M Hennes and Mauritz (P) Ltd.,Mumbai,India,Other IT Role,,,,8.5,7.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Electronic Comm. Surveillance (E-mail surveillance) Associate,Bnp Paribas,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SAP SD Consultant_P4_Mumbai,Capgemini,Mumbai,India,Other IT Role,,,,6.0,5.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
RBL Bank - Channel Manager Business / Personal Loans (unsecured),Jobs Navigator,Mumbai,India,Other IT Role,,,,3.5,1.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
DotNET ( SE/SSE ),Learningmate Solutions Pvt Ltd,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Implementation Consultants - LIM,Augusta Infotech,Mumbai,India,Other IT Role,,,,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Store/logistic Ex. For Food Mgf. Co-wadala â?? Antop hill â?? Mumbai,Ons Learning and Placements,Mumbai,India,Other IT Role,13.0,1.0,25.0,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
National Sales Manager - General Trade_mumbai Location,Careernet Technologies Pvt Ltd,Mumbai,India,Other IT Role,,,,15.0,10.0,20.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Graphic Designer,AudioCompass,Mumbai,India,UI/UX Designer,,,,3.0,1.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Counselor,Seven Consultancy,Thane,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Principal Mutual Fund - PNB - Digital Marketing - Associate Mgr,Jobs Navigator,Mumbai,India,Other IT Role,,,,6.5,5.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Corporate HR Manager,Menschen Consulting Pvt Ltd,Mumbai,India,Other IT Role,,,,12.5,10.0,15.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager,Tata Communications Ltd,Mumbai,India,Other IT Role,,,,6.0,4.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
MIS & Admin Executive - Andheri West,Agile Security Force & Systems Pvt Ltd,Mumbai,India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Yes Bank - Customer Life Cycle Management, Product Analytics- VP / SVP",Jobs Navigator,Mumbai,India,Data Analyst,,,,10.5,8.0,13.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Web Design Trainer,Overture Rede Private Limited.,Bangalore,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
iOS Developer - Navi Mumbai,Hanna Equipments (India) Pvt. Ltd.,Mumbai,India,Mobile Developer,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Business Analyst -borivali Mumbai,Ikon Staffing Solutions Pvt. Ltd.,Mumbai,India,Business Analyst,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Group Security Analyst,Juash Consulting Services,Mumbai,India,Security Engineer,,,,2.5,2.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
IT Risk / IT Audit Professionals,CONTACTX RESOURCE MANAGEMENT PVT. LTD,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Required CA (experienced) for Manager-finance & Accounts at Andheri,Quess Corp Ltd.,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior sub -editor (Sports Desk),Scroll.in,Mumbai,India,Other IT Role,,,,2.5,2.0,3.0,Senior,0,0,0,0,0,0,0,0,0,0,0
TELE SALES MANAGER,Seven Consultancy,"Thane, Bandra",India,Other IT Role,,,,5.0,4.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager - (banking),Ons Learning and Placements,Mumbai,India,Other IT Role,,,,5.5,5.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Medical Education & Information Specialist,Johnson & Johnson Ltd,Mumbai,India,Other IT Role,,,,3.5,3.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Financial Planning & Analysis,HCAPITAL BUSINESS CONSULTING PRIVATE LIMITED,Mumbai,India,Other IT Role,,,,14.5,12.0,17.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr. Marketing Manager/Marketing Manager,CONTACTX RESOURCE MANAGEMENT PVT. LTD,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Relationship Manager -mutual Funds,direct Sales-26-10-2016",Waytogo Consultants Pvt Ltd,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Vmware Admin,Capgemini,Mumbai,India,Other IT Role,,,,10.5,9.0,12.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Engagement Manager- CSD,Capgemini,Mumbai,India,Other IT Role,,,,16.5,15.0,18.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SAP Basis Security-Team Lead,Capgemini,Mumbai,India,Security Engineer,,,,8.5,7.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Receptionist,JLL,Mumbai,India,Other IT Role,,,,2.0,1.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Marketing Manager,Lakshya Management Services Pvt. Ltd.,Mumbai,India,Other IT Role,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Head Legal, Compliance & Secretarial",Cigna TTK Health Insurance Company Limited,Mumbai,India,Other IT Role,,,,11.5,10.0,13.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Oracle ADF Developer For Mumbai Location,Career Soft Solutions Pvt. Ltd.,Mumbai,India,Other IT Role,,,,7.5,7.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager /Senior Manager -Accounts & Finance,BigTree Entertainment,Mumbai,India,Other IT Role,,,,7.0,6.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Project Manager (Corporate office Interior Fit-out),Prism Manpower Services,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Software Development Engineer - Oracle Fusion,Citius IT Solutions Pvt Ltd,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Senior,0,0,0,0,0,0,0,0,0,0,0
SR.MARKETING EXECUTIVE,Seven Consultancy,"Andheri, Vashi, Thane, Goregoan, Borivilli, Dombivlli, Mulund, Ghatkopar, Colaba, Nariman Point.",India,Other IT Role,,,,1.5,1.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Lead Engineer Platform Engineering,Zyoin Web Private Limited,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Manager-tele Collections with Leading Bank in Mumbai,A To Z Corporate Solutions Pvt Ltd,Mumbai,India,Other IT Role,,,,5.5,4.0,7.0,Senior,0,0,0,0,0,0,0,0,0,0,0
EVP/GEVP-Cost Management,Yes Bank Ltd,Mumbai,India,Other IT Role,,,,14.5,12.0,17.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Executive- Relationship Manager Support Cell,Abyss Horizon Consulting P L,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
GMIT PSnF Developer - Puma developer - PCL B17 T055,Bnp Paribas,Mumbai,India,Other IT Role,,,,5.0,4.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Business Analyst Mumbai,A To Z Corporate Solutions Pvt Ltd,Mumbai,India,Business Analyst,,,,5.5,3.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Java Developer J2EE Developer || Pune || 0-2yrs|immediate Joiner,Growel Softech Pvt. Ltd.,Mumbai,India,Other IT Role,,,,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Customer Service Executive,NITYANAND INFRASTRUCTURE LTD.,Mumbai,India,Other IT Role,,,,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Asst. Store Executive,Ons Learning and Placements,Mumbai,India,Other IT Role,,,,2.5,2.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Credit Analyst - Financial Institutions,HCAPITAL BUSINESS CONSULTING PRIVATE LIMITED,Mumbai,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
IHC TRITON ( ORACLE PL/SQL Developer),Bnp Paribas,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Senior Software Development Engineer Cold Fusion,Citius IT Solutions Pvt Ltd,Mumbai,India,Other IT Role,,,,10.5,9.0,12.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Sr.Marketing Executive/ Marketing Manager,Addonix Technologies Pvt Ltd,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Facility Engineer,JLL,Mumbai,India,Other IT Role,,,,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Very Urgent Requirement----- AM- Capacity Planner-----mumbai,Quess Corp Ltd.,Mumbai,India,Other IT Role,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
HR- Recruiter,Bonace Engineers Private Limited,Mumbai,India,Other IT Role,,,,0.5,0.0,1.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
In-house Sales & Marketing Executive,Seven Consultancy,Mumbai,India,Other IT Role,,,,1.0,0.0,2.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Equipment Specialist,Soft ARK Resources Private Limited,Bangalore,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager- Logistics for one of the Largest Multinational Company.,Lakshya Management Services Pvt. Ltd.,Mumbai,India,Other IT Role,,,,10.5,8.0,13.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Merchandising Manager,Abbott Healthcare Pvt. Ltd,Mumbai,India,Other IT Role,,,,7.5,7.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Opening with a Japanese MNC Co for Deputy Manager Administration & HR,Pasona India private Limited,Mumbai,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr. Designer,Benito Consultants,Mumbai,India,UI/UX Designer,,,,6.5,4.0,9.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
ADMIN,Seven Consultancy,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Developer - .Net,Morgan Stanley Advantage Services Pvt. Ltd.,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
"Sr. Manager - MIS, Consolidation",Tata Communications Ltd,Mumbai,India,Other IT Role,,,,9.5,7.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Test Lead - Reg control,Bnp Paribas,Mumbai,India,QA/Test Engineer,,,,6.5,5.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
SAP Basis Security&Authorisation,Capgemini,Mumbai,India,Security Engineer,,,,4.5,4.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant Manager. Purchase.,Allans Placement services,Mumbai,India,Other IT Role,,,,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Mutual Fund Research Analyst,GEPL CAPITAL PRIVATE LIMITED,Mumbai,India,Other IT Role,,,,4.5,2.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Manager- Legal (ballard Estate),Apex Consultants,Mumbai,India,Other IT Role,,,,12.5,10.0,15.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
AVP/ Business Head/ Business Development Head- Recruitment,Pragmatic N HR Services,Bangalore,India,Other IT Role,,,,10.5,8.0,13.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Client Servicing & Business Development Executive,Ons Learning and Placements,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
System Administrator- Salesforce,Bookmyshow,Mumbai,India,Other IT Role,,,,3.5,2.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sales Engineer_hvac,Eshana HR Consultants,Mumbai,India,Other IT Role,,,,6.5,5.0,8.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
SAP Basis Admin,Capgemini,Mumbai,India,Other IT Role,,,,6.5,6.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr. Executive/ Asst. Manager - Logistics - Bhiwandi,KORES (INDIA) LTD.,Mumbai,India,Other IT Role,,,,5.0,4.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Sr. Asst. Editor/ Asst. Editor/ Sr. Correspondent,Elets Technomedia Pvt Ltd,Mumbai,India,Other IT Role,,,,4.0,3.0,5.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Network/system Administrator,Apex Services,Mumbai,India,Other IT Role,,,,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Talent Acquisition Operations Associate,Directi,Mumbai,India,Other IT Role,,,,0.5,0.0,1.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant Manager - Investor Relations & FP&A,Suryoday Micro Finance Pvt Ltd,Mumbai,India,Other IT Role,1.5,3.0,0.0,3.0,2.0,4.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Head Sales MND,Abbott Healthcare Pvt. Ltd,Mumbai,India,Other IT Role,,,,11.0,10.0,12.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Editor Manager,Capgemini,Mumbai,India,Other IT Role,,,,9.0,8.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
UI lead,KNOWARTH Technologies Pvt. Ltd.,Mumbai,India,Other IT Role,,,,12.5,10.0,15.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Candidates who Wants to work on Contract Basis,FLEXY MANAGERS,Bangalore,India,Other IT Role,,,,7.5,5.0,10.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Required HR Executive / HR Recruiter / HR / Fresher MBA HR/ Diploma HR,Job Search,Mumbai,India,Business Analyst,,,,3.5,1.0,6.0,Junior,0,0,0,0,0,0,0,0,0,0,0
Consultant_tax Tester_ - exp (3 to 7 yrs),Vanguard Human Resource Consultant Pvt Ltd,Mumbai,India,QA/Test Engineer,2.0,4.0,0.0,5.0,3.0,7.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Html5 Developer with one of our Client in Andheri,Job Search,Mumbai,India,Other IT Role,,,,2.5,2.0,3.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Assistant Manager for MNC Lifestyle Company at Mumbai and Ahmedabad,PAN India Recruiters,Mumbai,India,Other IT Role,,,,4.5,3.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Web Designer for one of Leading Fashion E-commerce Store.,Lakshya Management Services Pvt. Ltd.,Mumbai,India,UI/UX Designer,,,,5.5,3.0,8.0,Senior,0,0,0,0,0,0,0,0,0,0,0
Requirement of TGT English in ICSE School,NCR Eduservices Pvt. Ltd.,Mumbai,India,Other IT Role,,,,3.5,1.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
Marketing Assistant,Benito Consultants,Mumbai,India,Other IT Role,,,,4.0,2.0,6.0,Mid-Level,0,0,0,0,0,0,0,0,0,0,0
